Date,Total_Arrivals_MT,Weighted_Min_Price,Weighted_Modal_Price,Weighted_Max_Price,Markets_Reported
2024-02-11,342.0,4242.108187134503,4465.75730994152,4558.347953216375,
2024-02-12,3400.0,4022.642941176471,4312.199705882353,4482.834411764706,
2024-02-13,3238.0,3980.262507720816,4297.6849907350215,4467.920321185918,
2024-02-14,3110.0,3941.024115755627,4279.51768488746,4457.1874598070735,
2024-02-15,3297.0,3926.352744919624,4253.343342432514,4420.875947831362,
2024-02-16,3539.0,4029.7615145521336,4295.590562305736,4444.693698784968,
2024-02-17,2725.0,4327.645504587156,4568.056513761468,4754.618348623853,
2024-02-18,212.0,4199.830188679245,4421.981132075472,4574.297169811321,
2024-02-19,143.0,4117.307692307692,4300.895104895105,4370.979020979021,
2024-02-20,5378.0,4195.245072517665,4448.4594644849385,4579.121978430643,
2024-02-21,5586.0,4020.8716433942,4309.482993197279,4499.621374865736,
2024-02-22,5024.0,4091.286823248408,4323.199442675159,4481.455015923567,
2024-02-23,4939.0,3960.0291556995344,4277.389552541,4437.799959505973,
2024-02-24,2206.0,3987.388939256573,4273.5861287398,4416.39800543971,
2024-02-25,232.0,4198.383620689655,4434.370689655172,4548.103448275862,
2024-02-26,350.0,4143.548571428571,4321.374285714286,4370.857142857143,
2024-02-27,3042.0,3917.036817882972,4242.866206443129,4420.385601577909,
2024-02-28,3880.2,4083.854852842637,4351.543064790474,4501.700427813,
2024-02-29,4474.4,4065.685879671018,4322.878307706063,4480.690863579474,
2024-03-01,4704.61,4028.71615075426,4314.788343773448,4467.217099823365,
2024-03-02,4233.9,4284.568223151232,4411.781761496493,4509.438697182267,
2024-03-03,165.6,4287.126207729469,4405.037439613527,4495.43538647343,
2024-03-04,3370.7000000000003,3977.323226629482,4230.293054855074,4396.446554128223,
2024-03-05,5204.540000000001,4069.091648829675,4297.858846314947,4456.502005940967,
2024-03-06,4863.999999999999,4000.267105263159,4255.553597861843,4436.0818050986845,
2024-03-07,3233.68,3924.5857969867134,4138.435862546696,4351.925607976053,
2024-03-08,86.83,4140.376597950018,4362.0465276978,4404.2473799378095,
2024-03-09,3118.3,4054.342590514062,4285.1595420581725,4422.783086938395,
2024-03-10,59.2,3761.993243243243,4164.358108108108,4334.695945945946,
2024-03-11,5472.799999999999,4035.677770062857,4289.455689957609,4428.064847975443,
2024-03-12,5101.7,3868.731246447264,4215.354352470746,4433.231707078034,
2024-03-13,4434.7,3881.115633526507,4212.485579633346,4395.01463458633,
2024-03-14,3892.600000000001,3996.614936032471,4287.062143554435,4422.108667728509,
2024-03-15,5559.2,4054.41529356742,4321.414070369837,4474.873021298028,
2024-03-16,5089.6,4171.059709996856,4385.510040081735,4509.696321911348,
2024-03-17,530.3,4263.31321893268,4472.489157080898,4528.173863850651,
2024-03-18,5062.200000000001,4089.442258306665,4343.480048200387,4502.599857769349,
2024-03-19,4878.700000000001,3941.34556336729,4265.410375714841,4432.170516736015,
2024-03-20,4342.1,4145.82616706202,4374.604799520968,4459.058796434904,
2024-03-21,6700.0,4085.3223880597016,4327.235805970149,4439.608447761194,
2024-03-22,4958.799999999999,3948.6849842703887,4313.315681213197,4467.166935548924,
2024-03-23,1848.8,4111.172273907399,4333.478202077023,4399.221278667244,
2024-03-24,11.9,3669.747899159665,3964.705882352941,4161.344537815126,
2024-03-25,76.1,4101.982917214193,4400.710906701708,4433.1537450722735,
2024-03-26,1858.0,3981.191603875135,4272.999677072121,4388.600053821314,
2024-03-27,2127.6,3903.139969919158,4215.393166008648,4364.80940966347,
2024-03-28,1350.5,3819.51025546094,4204.492410218438,4384.25449833395,
2024-03-29,178.4,3993.558295964125,4315.97365470852,4408.355381165919,
2024-03-30,253.0,3192.132806324111,3928.0486166007913,4459.371936758894,
2024-03-31,258.3,4270.925280681378,4355.826558265582,4448.47077042199,
2024-04-01,2510.67,4198.243855225896,4410.854739969809,4529.195274568144,
2024-04-02,4234.549999999999,4232.171706556778,4432.371314543459,4544.877791028564,
2024-04-03,4465.700000000001,4090.769576998007,4375.128288958057,4519.1650357166845,
2024-04-04,3550.24,4013.66592117716,4355.366780837352,4532.438792870342,
2024-04-05,4326.1,4071.401012459259,4350.6933219296825,4535.687406671135,
2024-04-06,3680.18,4121.746789559206,4375.572349722024,4545.531346292844,
2024-04-07,231.21,4265.153323818175,4554.906362181567,4678.743998961983,
2024-04-08,2165.76,4047.790535424054,4419.809364841903,4632.180403184102,
2024-04-09,204.1,4465.09995100441,4607.929446349829,4684.807447329741,
2024-04-12,356.39,3924.6235023429385,4572.562501753697,4672.087235893263,
2024-04-13,1906.33,4216.731080138276,4462.606589625091,4642.560920722015,
2024-04-14,2.6500000000000004,4267.924528301886,4350.943396226415,4433.962264150943,
2024-04-15,4157.679999999999,4127.212077408555,4438.626520078506,4676.908915549057,
2024-04-16,35.86,4345.287228109314,4517.94143892917,4585.5549358616845,
2024-04-17,4.09,4500.0,4500.0,4500.0,
2024-04-18,161.32999999999998,4255.653629207215,4441.167668753486,4520.4137482179385,
2024-04-19,3628.98,4012.613891506705,4403.51089837916,4566.9282167441,
2024-04-20,130.29,4228.844116969836,4403.292731598742,4500.7483306470185,
2024-04-21,36.1,4135.457063711911,4317.59002770083,4499.72299168975,
2024-04-22,2593.42,3941.362486600706,4352.123096143317,4550.469110286804,
2024-04-23,186.74,4181.067794794902,4399.921441576523,4499.6886044768125,
2024-04-24,4761.459999999999,4181.492924439143,4456.949698201813,4609.794033762754,
2024-04-25,1766.21,4201.538775117342,4427.4393531912965,4524.690155757243,
2024-04-26,1614.1900000000005,4275.866038074823,4490.421573668526,4566.367280183868,
2024-04-27,3047.69,4191.454905190488,4415.970469437508,4560.41277164016,
2024-04-28,94.53000000000002,4363.424309742938,4512.333650692901,4596.455093621073,
2024-04-29,4676.44,4178.8168949029605,4392.202485223803,4527.468069728256,
2024-04-30,3015.9600000000005,3999.854600193636,4310.172976432048,4467.737413626175,
2024-05-01,68.9,4300.145137880987,4405.181422351233,4508.548621190131,
2024-05-02,3374.7699999999995,4081.656326208898,4327.161068754316,4469.304788178159,
2024-05-03,5357.18,3976.887780511388,4318.1501125592185,4482.835937937497,
2024-05-04,3997.2199999999993,3926.161607317086,4328.015325651329,4516.423214133823,
2024-05-05,358.24,4311.58999553372,4430.115285841894,4540.046895935685,
2024-05-06,5308.13,4020.242006130218,4322.328462189133,4523.411107113052,
2024-05-07,4482.95,4053.6371139539815,4378.209043152388,4550.703967253707,
2024-05-08,6476.1900000000005,4255.095185595234,4514.100711992699,4685.499636360267,
2024-05-09,4859.879999999999,4156.633361317564,4450.831646048874,4585.73200161321,
2024-05-10,468.14,4001.3887298671343,4362.554705857222,4473.166616824027,
2024-05-11,4390.2300000000005,4007.626069704776,4413.832109023901,4563.05031854823,
2024-05-12,557.3000000000001,4405.378611160954,4534.621029965906,4586.410909743405,
2024-05-13,5005.790000000001,4154.053088523489,4433.718927481976,4574.871460848337,
2024-05-14,7460.04,4146.968106069136,4410.236063077409,4543.733827164466,
2024-05-15,7220.75,4079.1437870027353,4356.667497143649,4515.8589066232735,
2024-05-16,6022.61,3997.927958144393,4337.986377998908,4500.175853990213,
2024-05-17,7377.029999999999,4044.594545501375,4364.153971178103,4511.458866237498,
2024-05-18,5390.429999999999,4108.361002740042,4374.459406763468,4540.998621631299,
2024-05-19,384.9,4447.893998441154,4505.437776045726,4564.477786438036,
2024-05-20,5402.97,4056.577151085421,4382.095706620617,6882.458518185368,
2024-05-21,6640.659999999999,4081.806772218425,4394.177529040789,4556.218389437196,
2024-05-22,4302.360000000001,3913.713675750053,4299.019735679951,4519.540012923138,
2024-05-23,255.29999999999995,3824.299255777517,4380.077555816687,4443.216607912261,
2024-05-24,7401.52,4023.6931549195297,4333.724213404814,4529.22078978372,
2024-05-25,6169.94,4098.247237412357,4358.563041131681,4561.975409809495,
2024-05-26,415.1,4460.951337027222,4498.514574801252,4535.1202119971085,
2024-05-27,6717.1900000000005,4027.0455651842512,4335.906191428261,4540.810547267533,
2024-05-28,5585.91,3971.738087437857,4329.40437457818,4531.832109718918,
2024-05-29,6333.969999999999,3826.115381032749,4358.306318154333,4510.979518374732,
2024-05-30,4090.14,4117.394737099464,4384.853220183171,4512.473658603373,
2024-05-31,5828.470000000001,4058.318864127292,4333.962067232052,4500.777579707881,
2024-06-01,5044.44,4093.4152552116784,4340.862944152374,4525.513823139933,
2024-06-02,531.3000000000001,4384.839450404667,4472.620929794843,4508.780350084698,
2024-06-03,5616.909999999999,4024.474435232184,4313.1969623867935,4540.202406661315,
2024-06-04,3591.82,4038.426480168828,4342.979464449777,4517.485146805798,
2024-06-05,6556.81,4071.73453401883,4355.764809411895,4518.155613781702,
2024-06-06,3566.0800000000004,4013.250159839375,4311.517526247307,4496.242521199749,
2024-06-07,6138.059999999999,4045.444837619704,4346.383689634837,4514.994540620328,
2024-06-08,4686.48,4114.2583452826,4366.11878638125,4567.550538997286,
2024-06-09,376.1,4266.625631480989,4426.485775059824,4485.2584419037485,
2024-06-10,6493.68,4040.706425324315,4351.683438358527,4586.848073819468,
2024-06-11,5477.51,4076.741493853959,4342.430980500264,4542.753112271817,
2024-06-12,3294.59,3997.4995371199448,4273.270197505607,4450.101863964864,
2024-06-13,3990.960000000001,4082.998501613646,4320.326768496802,4460.437213101609,
2024-06-14,2696.65,4032.653169673484,4316.662751932953,4420.126738731388,
2024-06-15,1618.52,4070.157996194054,4328.166164149964,4405.141190717446,
2024-06-16,2.3000000000000003,4295.652173913043,4304.347826086956,4308.695652173912,
2024-06-17,104.98000000000002,3765.367689083634,4311.556867974851,4382.640502952942,
2024-06-18,2887.22,3869.013237647288,4273.866380116514,4435.282815303302,
2024-06-19,3265.1,4003.587608342776,4310.66257695017,4440.400079630027,
2024-06-20,2624.9100000000003,3910.588972574297,4279.41217032203,4431.405076745488,
2024-06-21,2610.71,4087.400400657293,4353.048117178852,4480.076415994116,
2024-06-22,2050.87,4134.077196506848,4376.124644662997,4495.1029563063485,
2024-06-23,132.79999999999998,4404.268825301206,4591.213102409639,4619.532379518073,
2024-06-24,2491.32,4053.146805709424,4351.798010693127,4510.841260857699,
2024-06-25,2991.53,4088.1396810327824,4376.043690018151,4524.191166393116,
2024-06-26,3467.2499999999995,4108.911774461029,4367.607389141251,4496.538034465355,
2024-06-27,2977.49,4059.7744073027934,4365.635609187604,4502.7648119725,
2024-06-28,3880.78,4214.333139214282,4427.451625704111,4512.769072196826,
2024-06-29,3321.88,4171.063253338471,4403.021523956314,4490.063969800233,
2024-06-30,40.28,4369.615193644489,4420.799404170804,4471.077457795433,
2024-07-01,2317.18,3932.332775183628,4285.654964223755,4456.179045218758,
2024-07-02,3593.65,3980.473056641576,4280.275625060871,4455.28437660874,
2024-07-03,3067.9800000000005,4059.539501561287,4343.933311168912,4478.393046890787,
2024-07-04,2411.24,3919.868200593886,4301.029449577812,4458.126731474263,
2024-07-05,2989.3300000000004,3874.311882595765,4232.743925896438,4448.153144684595,
2024-07-06,2918.01,3985.935123594505,4314.359529268235,4465.51579672448,
2024-07-07,266.0,4417.466917293233,4452.07969924812,4486.775187969924,
2024-07-08,2720.01,3921.331723045136,4287.3737927434095,4457.083723956897,
2024-07-09,2829.0800000000004,3955.385496345101,4246.668761576201,4412.633523972457,
2024-07-10,3399.9700000000003,3977.2824348450126,4250.982423374324,4429.809486554293,
2024-07-11,6895.91,3943.0984308089855,4248.69521063935,4392.352184120733,
2024-07-12,1568.44,3844.003073117237,4208.356054423503,4406.976345923337,
2024-07-13,1315.6999999999998,4092.711788401612,4289.275518735275,4382.697575435131,
2024-07-14,106.1,4337.841658812441,4456.422243166824,4488.88972667295,
2024-07-15,1703.65,3868.425967775072,4208.48943738444,4385.937721949932,
2024-07-16,1530.51,3953.553652050624,4247.248956230276,4370.244559003208,
2024-07-17,144.25,4002.770190641248,4276.209705372617,4391.829809358752,
2024-07-18,2324.0600000000004,3973.065368363984,4262.170309716616,4406.957350498696,
2024-07-19,2094.42,4021.13788065431,4269.503246722243,4386.525696851634,
2024-07-20,1626.6,4114.233984999385,4318.498340095906,4388.73035780155,
2024-07-21,157.5,4318.917460317461,4412.495238095238,4435.571428571428,
2024-07-22,4042.46,4062.118784106708,4319.697612344959,4462.907536500053,
2024-07-23,3076.32,3907.035288916627,4250.159872835076,4395.157850938784,
2024-07-24,3055.07,4099.620303299106,4314.2481154277975,4411.702072292943,
2024-07-25,2668.86,4041.062738397668,4278.527824614254,4406.2184041126175,
2024-07-26,2376.59,3916.332232316049,4214.71323619135,4390.415246214113,
2024-07-27,2951.96,3959.9315031369,4296.214274583667,4385.301528475996,
2024-07-28,184.6,4308.789274106176,4329.157638136511,4346.763271939329,
2024-07-29,1874.53,3882.774028689859,4185.971752919399,4352.366299819155,
2024-07-30,2403.5999999999995,3901.463138625397,4180.647399733733,4308.298614578134,
2024-07-31,4016.07,3931.543772892405,4172.888236509822,4303.7435353467445,
2024-08-01,1819.7100000000005,3945.296997873287,4193.721032472206,4282.1050606964845,
2024-08-02,4504.41,3983.915518347575,4207.690077057817,4304.689715190225,
2024-08-03,2713.83,3973.4182317978657,4232.060512264955,4321.389935994517,
2024-08-04,100.4,4141.235059760957,4305.637450199203,4346.539840637451,
2024-08-05,3532.3300000000004,3965.5506705205903,4202.383489085108,4336.325527343141,
2024-08-06,3654.400000000001,3997.644346541155,4210.859684216287,4316.503283712784,
2024-08-07,3808.02,4019.530464650921,4210.133505076129,4300.956993398144,
2024-08-08,2268.7300000000005,3851.83556439065,4137.518563249042,4277.707572077768,
2024-08-09,1386.79,4115.719467258921,4272.9844028295565,4336.939551049546,
2024-08-10,2523.36,4058.142242882506,4232.249449147168,4322.104341037347,
2024-08-11,37.31,4145.719646207451,4196.435272045028,4242.7124095416775,
2024-08-12,2674.69,3860.016637442096,4191.240136240088,4295.407654718864,
2024-08-13,3117.6400000000003,3939.814090145109,4178.972700504228,4285.089218126532,
2024-08-14,2745.24,3885.945673238042,4166.764727309817,4278.818172545935,
2024-08-15,0.1,4001.0,4001.0,4001.0,
2024-08-16,2634.72,3944.455236230037,4201.551607001883,4274.391700066801,
2024-08-17,1106.29,3768.0417431234127,4084.8774643176735,4193.240831969918,
2024-08-18,3.0,4200.0,4250.0,4300.0,
2024-08-19,68.86,3782.627069416207,4007.624455416788,4157.150014522219,
2024-08-20,2520.93,3937.817234115982,4139.158532763702,4258.859647035023,
2024-08-21,2131.49,3841.5429112967927,4082.592275825831,4207.174980881919,
2024-08-22,4072.73,3927.805624237305,4166.526123754828,4280.430350158248,
2024-08-23,3997.88,3932.9351056059713,4208.6162766266125,4331.578961849781,
2024-08-24,1461.5500000000002,3851.922972187061,4147.6327665834215,4296.934227361363,
2024-08-25,174.89999999999998,4170.512864493997,4387.18582046884,4437.404802744425,
2024-08-26,1508.1,4007.1244811352026,4231.355162124527,4333.748312446124,
2024-08-27,3374.73,4082.0141315008905,4285.941826457228,4395.361895618316,
2024-08-28,3543.9700000000003,4032.334359489498,4269.926740350511,4402.427545944238,
2024-08-29,4056.35,4029.7550014175295,4300.601109371726,4436.22332885476,
2024-08-30,3425.46,4059.0220583512873,4350.33983756926,4481.937841924881,
2024-08-31,2143.7,4262.211316882026,4464.753137099408,4578.644633110976,
2024-09-01,38.5,4392.337662337663,4451.116883116883,4509.896103896104,
2024-09-02,27.2,4193.382352941177,4396.698529411765,4483.669117647059,
2024-09-03,1524.8699999999997,4462.208975191328,4581.84533763534,4667.5394623804,
2024-09-04,2186.39,4169.751874093827,4490.499380256953,4631.387675574806,
2024-09-05,2504.31,4005.0292495737353,4420.932440472626,4590.92165107355,
2024-09-06,3784.3200000000006,4080.233569042786,4440.708729705732,4632.235976344495,
2024-09-07,393.44,4015.7312423749495,4355.355403619357,4594.616714111427,
2024-09-08,39.4,4248.984771573604,4353.553299492386,4461.116751269035,
2024-09-09,4303.530000000001,4011.5408862027216,4354.295485334132,4488.551291614093,
2024-09-10,3059.65,4070.3073979049896,4334.543650417531,4520.907907767229,
2024-09-11,368.81,3796.324936959411,4376.200753775658,4566.488435779941,
2024-09-12,2640.98,4207.857386273277,4479.895258578255,4604.904126498496,
2024-09-13,3635.33,4101.971210316533,4493.488703914088,4664.058778707847,
2024-09-14,2945.6500000000005,4300.536248366235,4625.928589615195,4764.3497021031,
2024-09-15,28.9,4231.567474048443,4439.896193771627,4591.325259515571,
2024-09-16,133.79,4190.076986321848,4509.91329695792,4641.9440167426565,
2024-09-17,640.1299999999999,3976.3478512177217,4409.63512099105,4655.701966787997,
2024-09-18,5448.15,4193.031836494958,4520.5962868129545,4699.15490579371,
2024-09-19,5069.62,4197.504284344783,4521.525027516855,4685.651818084984,
2024-09-20,6238.449999999999,3841.447218459714,4445.136322323655,4681.218636039402,
2024-09-21,6509.320000000001,4010.902542815532,4457.783402874647,4657.283785403083,
2024-09-22,765.87,4077.6667058378057,4556.778565552901,4720.227976027263,
2024-09-23,4428.76,3898.500212249027,4367.792569477687,4592.2056060838695,
2024-09-24,8485.300000000003,3859.004902596253,4389.74349050711,4610.445570574993,
2024-09-25,5364.63,3941.002387862723,4388.685463862373,4631.7972609480985,
2024-09-26,6134.33,4048.3108016686415,4490.634064355846,5012.9574867997,
2024-09-27,6228.06,3955.0604602396256,4435.413014646616,4673.016934647386,
2024-09-28,5178.889999999999,4033.927308747627,4448.483323646574,4655.938840176177,
2024-09-29,299.54,3696.160779862456,4352.183347799961,4664.926220204314,
2024-09-30,7228.38,3740.826435522206,4358.1458321228265,4604.986613874754,
2024-10-01,6867.540000000001,3763.972942276273,4296.5848557125255,4505.296735075442,
2024-10-02,267.88,3803.574361654472,4194.952814693146,4423.552336867254,
2024-10-03,7458.519999999999,3519.911604446995,4309.170781870935,4543.453707974237,
2024-10-04,11832.65,3585.252219916925,4190.881504988316,4464.489499816186,
2024-10-05,10498.089999999998,3526.7276428378887,4179.613057232316,4452.403751539566,
2024-10-06,755.6,3606.2314716781366,4125.628242456326,4438.581259925887,
2024-10-07,833.02,3800.791817723464,4122.594247437036,4446.450985570575,
2024-10-09,12037.94,3541.5328677497982,4110.63870147218,4408.886441534018,
2024-10-10,12440.530000000002,3601.277678684107,4136.709580701143,4490.013725299485,
2024-10-11,13973.11,3386.8504921238014,4141.879466346433,4446.17320553549,
2024-10-12,1899.4,3715.407128566916,4289.413288406866,4600.080130567549,
2024-10-13,642.4000000000001,3379.7177770859275,4083.003735990037,4514.742528019925,
2024-10-14,19972.23,3609.0993920058,4188.464163991703,4465.297846059253,
2024-10-15,19047.89,3515.030026947866,4173.326700752682,4445.705293342203,
2024-10-16,18532.01,3498.7227213885594,4140.754635897563,4450.832379218445,
2024-10-17,13543.32,3487.344338020515,4119.530813714806,4444.271524264361,
2024-10-18,21985.69,3533.1830804491465,4132.23461124031,4434.314079749145,
2024-10-19,17233.97,3591.661665884297,4153.483796246598,4972.687099954334,
2024-10-20,1067.7,3788.884611782336,4156.862601854454,4376.352346164652,
2024-10-21,20072.44,3493.4525000448366,4041.8616550852807,4368.534458192426,
2024-10-22,20264.19,3509.4772088102213,4075.329266059981,4389.472234518133,
2024-10-23,20141.189999999995,3480.200589935352,4102.301154996305,4413.964776659175,
2024-10-24,19689.49,3564.236681600183,4106.895054671299,4421.235481467524,
2024-10-25,22877.99,3499.0650280028976,4111.5714505513815,4469.694082390979,
2024-10-26,19911.35,3507.215201380118,4117.207733277754,4494.23045649843,
2024-10-27,1448.28,3732.0556798409134,4143.820808131025,4404.621965365814,
2024-10-28,18283.41,3453.1795961475464,4057.950496652432,4378.720362339412,
2024-10-29,5440.7300000000005,3390.379434377372,3949.635848498271,4350.118164290453,
2024-10-30,1609.4599999999998,3600.6462415965607,4067.594224149716,4254.804406446883,
2024-10-31,305.6,4090.101439790576,4314.119764397906,4416.148560209424,
2024-11-01,350.5,4012.125534950071,4166.554921540656,4269.900142653352,8.0
2024-11-02,10320.69,3784.4981197962543,4271.695845917279,4476.060321548269,39.0
2024-11-03,534.26,4021.109572118444,4291.81522105342,4501.94044098379,9.0
2024-11-04,17371.399999999998,3495.521051843836,4104.44035023084,4447.944978527926,84.0
2024-11-05,19872.74,3509.9286811984653,4064.32515596742,4379.806856024887,105.0
2024-11-06,22345.79,3475.310994598982,4021.629120295144,4336.516436429411,124.0
2024-11-07,18154.45,3520.116188592879,4034.740135338718,4320.388088870772,116.0
2024-11-08,23257.96,3529.455386456937,4046.2213375549695,4329.83202525071,141.0
2024-11-09,16940.31,3537.6790123675423,4069.70660926512,4362.857976034677,100.0
2024-11-10,468.98,3677.768774787837,3989.293786515416,4232.571325003199,10.0
2024-11-11,23539.48,3540.491615362786,4023.850735020485,4311.721670147344,123.0
2024-11-12,21474.59,3547.915503858282,3982.431644562249,4248.29839358982,123.0
2024-11-13,16816.45,3596.090965691332,4002.455876834885,4233.57585994666,125.0
2024-11-14,14095.7,3557.02129089013,4011.501362117525,4253.386285179168,97.0
2024-11-15,5357.07,3716.272701308738,4145.206288138852,4316.914880709045,48.0
2024-11-16,16326.0,3612.485869165748,4090.183178978317,4382.479008942791,97.0
2024-11-17,933.5,3420.75704338511,4019.4893411890735,4306.423781467595,20.0
2024-11-18,14683.37,3699.605444799117,4157.7652773171285,4406.373107808357,113.0
2024-11-19,6694.52,3861.926680329584,4149.779228383813,4344.245860793604,53.0
2024-11-20,15.8,3720.253164556962,4056.9620253164553,4281.645569620253,3.0
2024-11-21,8389.149999999998,3641.801463795499,4049.149813747521,4299.685051524888,105.0
2024-11-22,9698.77,3631.1561156724,4071.0435787218375,4353.511404023397,124.0
2024-11-23,2286.370000000001,3694.0815047433257,4095.335343798246,4299.88944484051,49.0
2024-11-24,627.0,3883.076714513557,4114.104625199362,4316.868899521531,13.0
2024-11-25,10994.63,3535.910135220558,4047.11241124076,4361.535545079735,104.0
2024-11-26,13022.02,3481.2575783173424,4059.01490475364,4374.063126150935,108.0
2024-11-27,11573.889999999998,3638.582304652974,4084.574111659953,4408.564834295125,119.0
2024-11-28,8546.130000000001,3583.6697546140767,4062.090982702112,4396.42979921906,79.0
2024-11-29,1102.88,3262.071032206586,4227.247370520818,4402.821793848832,10.0
2024-11-30,1407.28,3296.882070376897,3899.251918594736,4471.426013302257,13.0
2024-12-01,531.1,3303.522877047637,4315.484089625305,4477.086612690642,3.0
2024-12-02,13199.15,3567.6546103347555,4076.106991738104,4385.864411723482,111.0
2024-12-03,14431.08,3477.596493124562,4036.6049498720818,4368.978087572101,114.0
2024-12-04,12658.56,3666.688705508368,4086.318424844532,4361.241470593811,111.0
2024-12-05,11081.65,3672.135284907934,4163.157204026476,4400.220204572423,98.0
2024-12-06,7639.44,3573.630991276847,4020.764785115139,4284.198847035908,112.0
2024-12-07,8879.35,3631.866215432436,4107.7146908275945,4410.083359705383,86.0
2024-12-08,157.76000000000002,3574.233012170385,3868.705628803245,4096.43445740365,9.0
2024-12-09,14116.04,3560.424945664648,4043.1816401767055,4307.511253155984,106.0
2024-12-10,13903.97,3499.13680768874,3963.840655582543,4242.42170401691,101.0
2024-12-11,6689.2300000000005,3526.338592035256,3965.1109783936254,4238.2559726605305,65.0
2024-12-12,9297.380000000005,3495.4933163966607,3966.869612729607,4214.9355678696575,100.0
2024-12-13,11386.109999999995,3574.7238556451684,4030.615263685316,4274.285066629429,116.0
2024-12-14,6163.070000000001,3491.733292011935,3962.5777867199295,6696.646979508589,79.0
2024-12-15,1237.2799999999995,3514.536725720937,3811.2529096081735,4101.397177680074,11.0
2024-12-16,8567.97,3582.710518360825,4057.862037332064,4311.573061063473,87.0
2024-12-17,12337.48,3552.492882663234,4035.911743727244,4308.693793221954,115.0
2024-12-18,11792.250000000004,3590.6454323814355,4011.102416417561,4282.1199389429485,103.0
2024-12-19,10051.62,3560.568943115637,3986.746441867082,4243.317997496921,104.0
2024-12-20,11172.88,3575.0652428022145,3997.1012075668937,4264.655393237912,118.0
2024-12-21,7875.33,3608.588059167044,3978.954130176132,4208.695686402983,82.0
2024-12-22,1876.17,3630.56140968036,3936.392704285859,4161.666799916852,14.0
2024-12-23,11398.35,3531.2789087894303,3990.5799216553264,4251.244112525058,99.0
2024-12-24,8983.800000000001,3591.6212426812704,4056.933690643157,4337.636344308644,86.0
2024-12-25,1242.4699999999998,3757.268988386038,4123.8850998414455,4341.091374439625,23.0
2024-12-26,12400.2,3546.5375905227334,4039.0976669731135,4336.574630247899,104.0
2024-12-27,11093.79,3595.678431807344,4057.760325371222,4310.692664995462,117.0
2024-12-28,6332.56,3640.0855183369767,4078.906998117666,4402.061843867252,80.0
2024-12-29,319.79999999999995,3485.731707317074,3964.9671669793615,4261.193245778612,9.0
2024-12-30,7732.72,3537.527344841142,4163.03386518586,4445.017128513641,86.0
2024-12-31,10383.950000000004,3627.565764473056,4044.688039715136,4334.207220758959,103.0
2025-01-01,7792.41,3585.825190152982,4021.427880463169,4305.891896088629,105.0
2025-01-02,9799.11,3567.4841286606643,4056.859747466862,4325.181021541752,96.0
2025-01-03,11301.98,3570.42740917963,4048.930319289186,4289.602363479674,118.0
2025-01-04,9870.93,3622.6149511748135,3997.745517392992,4261.044035364449,89.0
2025-01-05,285.1,3683.830235005262,3941.276745001754,4104.756225885654,11.0
2025-01-06,9106.3,3641.74757695222,4058.6933057333945,4256.748335767546,81.0
2025-01-07,8713.5,3544.1225110460778,3991.7906753887632,4198.455557468295,92.0
2025-01-08,9932.33,3628.5865572327934,4036.655586352848,4241.815467266994,94.0
2025-01-09,8217.41,3476.563764008368,4036.865972368423,4306.96658314481,84.0
2025-01-10,11002.31,3637.889838588442,4025.563018129829,4268.464504272284,116.0
2025-01-11,7806.69,3470.558064941736,4025.8444257425367,4316.372380612014,75.0
2025-01-12,340.7,4030.449955972997,4188.237158790725,4371.286762547696,13.0
2025-01-13,9555.49,3665.71164848689,4048.37093231221,4276.9354371152085,87.0
2025-01-14,3168.34,3577.704223662865,3981.6791569086654,4238.109293825789,62.0
2025-01-15,8836.55,3635.76585318931,3997.418377081553,4277.238011441116,83.0
2025-01-16,10469.81,3583.811052922641,4015.567803045136,4273.406685508142,107.0
2025-01-17,9626.34,3546.134741760627,4042.1569661989897,4246.833854819171,94.0
2025-01-18,7154.92,3574.782324610199,4018.9192849116416,4292.964526507634,84.0
2025-01-19,329.1,3763.194165907019,4068.769978729869,4237.106350653296,11.0
2025-01-20,7914.42,3633.56216374668,4051.869582357268,4219.329440439097,85.0
2025-01-21,8394.59,3682.2748627389774,4043.41647537283,4225.764659143568,80.0
2025-01-22,9443.15,3501.52306169022,3996.149323054277,4254.469721438291,102.0
2025-01-23,6851.42,3546.3555730053044,4063.137775818736,4260.353795271638,88.0
2025-01-24,7710.78,3575.866940828295,3951.4789748897,4184.291743507142,104.0
2025-01-25,7090.63,3585.7938716305894,3987.326580289764,4235.714781338189,80.0
2025-01-26,159.3,3717.760200878845,4303.573132454489,4435.302573760201,5.0
2025-01-27,8829.0,3519.4212005889685,3944.952603918904,4175.295325631441,105.0
2025-01-28,7624.72,3461.3340214460336,3899.8198963371774,4135.269372514664,90.0
2025-01-29,5234.55,3566.905636587672,3936.413808254768,4142.45979119504,77.0
2025-01-30,8153.54,3519.827588998153,3961.9590447830014,4184.971135236965,97.0
2025-01-31,10094.3,3604.701974381582,3961.911393558741,4185.162897873058,108.0
2025-03-01,4000.21,3594.518687768892,3933.17636324093,4089.604895742973,69.0
2025-03-02,150.5,3542.831893687707,3859.980066445183,4013.8006644518273,8.0
2025-03-03,4271.4,3406.209608091024,3810.2291754459898,4013.4609776654015,82.0
2025-03-04,5194.65,3480.013748760745,3819.252746575805,4016.997304919485,77.0
2025-03-05,4289.49,3496.783860085932,3826.843575809712,3994.151542491065,73.0
2025-03-06,3636.55,3527.9957102198514,3838.210914190648,4001.815126974743,70.0
