Date,WHEAT,SUGAR,COFFEE,COTTON,SOYBEANS
2025-09-25,615.9748831581352,26.0661158301934,150.97290427076513,76.87628085464647,1627.3469609891
2025-09-26,602.0309589108758,26.970138054060698,152.85141111130994,78.66096392778843,1662.778777074263
2025-09-27,613.5718612232524,26.474799704146545,155.54647136073982,80.47529058036051,1642.8052678756642
2025-09-28,617.1623783578041,27.382974660834744,155.78342401887585,76.83770387614278,1642.7879235649075
2025-09-29,613.9932646815074,26.454232563373846,160.2067206194847,79.56069271428504,1630.5661335379552
2025-09-30,599.0366019709292,26.154092888584625,160.51941640697098,78.81756532704243,1654.5017364051669
2025-01-10,614.409415283817,25.77880297575656,158.83060920271848,76.00146392955193,1634.7112842279953
2025-02-10,630.1572572191321,25.65040229814943,159.20559374313683,79.11025155097661,1637.1280924424375
2025-03-10,617.712883619396,25.76532516354058,161.4001789678662,77.54703878215999,1679.2849350308145
2025-04-10,624.2453550197964,26.66098543401462,162.41435081510608,77.01906813281471,1669.4340948891015
2025-05-10,609.5067965580147,26.78709386557155,155.60270157146684,78.9785639029666,1686.199524149811
2025-06-10,621.9330692839768,25.79846016556264,158.7123046818532,75.79538774552043,1623.3719981006875
2025-07-10,616.2541875041027,26.993543052947032,159.68844248166573,77.8878111844659,1673.4684969055668
2025-08-10,601.1427352985781,26.345670487246124,161.49957429415198,83.22995280224379,1735.6881868519877
2025-09-10,617.0936837903611,26.65818378304018,157.55599557878972,80.11311196015842,1663.5473748063048
2025-10-10,600.9971817325929,27.37044898156052,159.77765356211057,77.60632083012433,1699.9274190148308
2025-11-10,605.6430703082872,27.040030025074092,160.20903218055804,81.39935266919149,1700.4230026675627
2025-12-10,616.0511971903296,26.494603162036004,157.9312178829615,77.46708722642957,1702.6542772795235
2025-10-13,617.5887750806661,26.20887405535783,157.91074547448798,78.21301178488075,1682.6365390579003
2025-10-14,599.320505498501,25.618244206143032,160.59304480320853,77.2540421976541,1695.3158447351643
2025-10-15,627.3981216488546,26.315713697782044,159.92319291037518,79.59620486401516,1700.0721486937546
2025-10-16,621.6195241650358,26.57118893548394,161.9846828701714,81.45645965117211,1698.9892556689265
2025-10-17,605.9704023947414,26.21278661948587,157.1112994831997,77.5742844995192,1647.6263276227098
2025-10-18,595.8407184036279,26.634956781637204,159.4027970679348,75.84816337394817,1630.8930509268932
2025-10-19,613.3675142872689,26.747503606677565,159.85033509803844,81.07463777615668,1636.3117592934211
2025-10-20,609.853972518356,26.61641484870773,163.2250532633492,81.8649721450245,1675.3692169304134
2025-10-21,617.0315243054883,26.426454001989995,157.71919875783215,76.03571417793329,1701.9527485248925
2025-10-22,611.3489570394822,26.8314339688102,161.51503097476677,80.11481382525794,1652.262471078854
2025-10-23,591.1568877487069,26.97576865549738,161.6385122734125,79.75756945977916,1713.5260573430648
2025-10-24,611.5170491181378,26.256801801133733,166.13031455871618,78.11296979836732,1671.954642227158
2025-10-25,612.7914573364101,27.46688254113123,157.77345394829248,77.14067098689942,1673.13506016353
2025-10-26,624.7122527345323,26.759117223430927,158.95315805780166,81.10789298378735,1663.8194105619502
2025-10-27,608.4177772601454,26.82950398054528,158.13361443426223,79.7969639093797,1633.5149138580953
2025-10-28,638.2079169315627,27.17352411778521,155.87893010299055,79.95194717298341,1697.3749561284078
2025-10-29,593.8592354686066,26.960880886355024,166.8550169816785,78.53714584140262,1742.466071287868
2025-10-30,634.1670460397203,27.31978003947419,157.38290440020404,78.27143231461672,1690.554340634868
2025-10-31,615.3564076666738,27.016055378342013,158.8062946795378,75.57554511088414,1638.2745210630665
2025-01-11,629.094978412211,26.600773961426995,165.64985585895656,79.28288638182956,1717.5544616404295
2025-02-11,619.6804428881637,27.08152486112341,155.98123480666592,82.06639132402105,1646.9169363642736
2025-03-11,633.1252897793366,26.3768568177106,164.02461814610467,78.25621965187737,1660.2652336560836
2025-04-11,614.4337935610403,26.99095017697339,157.21348146421354,77.24671143347011,1690.141185346266
2025-05-11,605.8798321518161,26.938510933554987,165.73548064607465,80.5120111142456,1701.879005996649
2025-06-11,637.4662723319975,26.87035587610064,154.96599295876806,80.8507946622416,1669.186399572896
2025-07-11,618.695634399278,26.92399468020264,156.3669368285325,78.89551093702788,1691.957728796117
2025-08-11,623.1503472918652,26.101250018259467,160.2836185707661,79.32203831510134,1722.5094471398877
2025-09-11,636.0337715220692,26.75454065016015,165.1795037539825,80.36860998418823,1727.6003972603123
2025-10-11,608.1669908860763,27.07722853028478,162.0765484895959,79.71231695950988,1740.504992735869
2025-11-11,628.6875403845678,27.12525789453523,161.19045235701617,81.65563452440551,1761.1165626144464
2025-12-11,614.2610449315922,26.573456771902897,166.6121555967586,84.06369262956065,1729.4133353093391
2025-11-13,620.2525083683952,27.686317645320567,169.26405705397767,77.25813307339229,1699.885965443466
2025-11-14,623.0992213839094,26.6831018117908,164.63886127137147,82.14507101535347,1732.9605768983276
2025-11-15,603.869471138044,27.57723349921092,160.6106984802763,80.32684586252527,1722.3186446730883
2025-11-16,613.1432919123131,27.33433443697345,161.34499629584212,82.48164388552017,1724.5496366418402
2025-11-17,639.9199905052391,26.83751039514636,158.66661801818688,81.42411231910388,1715.80616421401
2025-11-18,634.458267018338,28.012047906135464,163.16284810762687,80.36789827110972,1684.438245806939
2025-11-19,622.9852507089129,26.608923333258627,157.75456279042652,81.55959876326779,1682.04765293018
2025-11-20,627.1022463727179,27.635951032394573,164.76688566988756,79.69362772785713,1710.8308954989072
2025-11-21,620.7449574117048,27.691642328797474,169.4690213180712,79.10517765000642,1719.2269959255907
2025-11-22,641.5774541982366,26.909283443170253,165.46666594381946,81.76008192259968,1695.6424239303717
2025-11-23,622.5549201732955,27.912715372201237,161.78611798379194,79.06793785328578,1729.5510861506757
2025-11-24,628.2486523867562,27.14418139123644,165.03637442048458,81.56072002329283,1779.9745716137718
2025-11-25,639.9323779770318,27.418769266590417,168.59654114638516,80.59100732332368,1667.186355966311
2025-11-26,616.3601845102263,27.42220781018339,168.52595669748024,76.73596437921239,1737.5361243970135
2025-11-27,645.7140921186038,27.250541408389967,160.44125932882343,79.67204246375584,1719.3287573177793
2025-11-28,607.6582107764923,27.719578715074075,165.33717780975843,81.21244340547392,1735.801219737804
2025-11-29,647.251406763272,27.728411653871785,163.30402844563272,80.03002933617319,1710.657251147966
2025-11-30,622.7022767938134,26.529961685760764,166.45614187463465,76.53761320852998,1720.2276654336845
2025-01-12,624.6475704950948,28.00701505756386,165.20255989316348,82.96003947867877,1729.528927690647
2025-02-12,604.5106269713555,26.60546767721454,156.55024289233523,81.10042302925763,1717.7932538703174
2025-03-12,622.6745546535986,27.911445005227456,163.05881091234377,81.59362465388605,1682.606712390956
2025-04-12,615.7375385124344,27.973696495217293,164.88391645357405,80.1208619904265,1722.0108201829075
2025-05-12,621.4391695422046,26.93044161216868,159.78919891799322,81.81946066369095,1687.9091678137647
2025-06-12,627.61531745658,27.272933343273127,166.27791518425502,84.01077591419792,1750.6243375821484
2025-07-12,641.5542929034591,26.957883398702617,159.68430881668615,79.81051023104399,1676.744110547348
2025-08-12,632.5655296219124,27.4011027698881,162.07790013985934,83.815003992031,1764.0070386091163
2025-09-12,634.1411712223052,27.37381898854997,168.96147207466433,81.76236937847536,1747.274470003779
2025-10-12,617.0385011204168,27.91119031009005,161.9866262873166,79.71045511969024,1748.4902848580923
2025-11-12,620.038715606936,28.18217097442831,166.70470705246808,84.83657629197178,1672.2580442379997
2025-12-12,653.6626191919779,28.24020739477174,159.40440949653055,81.8724197414672,1728.0074765577392
2025-12-13,622.509488893509,27.321154438615917,171.66970286377304,82.38284281872096,1773.2306604199553
2025-12-14,652.5530807946616,27.507103166957293,164.1839483036333,80.86233995467168,1724.5479486656172
2025-12-15,629.2843255069762,26.819277251121413,165.5427573037924,80.03294547537398,1708.989238427799
2025-12-16,632.6616980012957,27.25604547769764,165.89756947454737,81.66408733757142,1723.2239038290763
2025-12-17,646.2606148018932,28.119886944731206,167.3469485780539,84.0368983902341,1741.2373298052155
2025-12-18,649.0917023204175,28.44811254168296,160.6830817418317,80.95604572328803,1719.0147718071348
2025-12-19,632.2376646897321,27.102281138743415,165.57782366544907,81.46264277009257,1782.1784339329604
2025-12-20,629.1155298552807,27.426192699100607,163.5911752611045,83.94961180914652,1744.6074533945484
2025-12-21,633.56835166199,27.713797043656957,160.4061082301296,81.09020731682732,1731.075280583879
2025-12-22,638.7846808462267,27.87726178134202,168.99191472577107,82.4671176967037,1709.9523994129434
2025-12-23,645.9809919523855,27.37294647480933,164.82664147224588,83.11192928670971,1764.190808884397
2025-12-24,635.2785827845737,27.97963722723364,166.80139820537886,81.37826383394862,1764.5844776615302
2025-12-25,643.2335789830003,27.566952300371295,166.6886031018992,82.25294042989864,1728.32463428473
2025-12-26,656.2167423605609,27.8032574291216,165.14020566157453,82.87102926005734,1686.397164811914
2025-12-27,640.9123263026505,28.08795957502689,172.55938781720033,81.15668258025192,1766.260805814135
2025-12-28,640.3594087537688,27.84628377864237,166.22344871742033,83.20239631629515,1749.5265477341638
2025-12-29,617.9252694190002,27.650943943576348,161.51135428209267,80.99127259843698,1766.1431126952805
2025-12-30,604.4194869981555,27.82354070990088,165.2704592063992,80.81729671554443,1815.4490569427423
2025-12-31,642.2383200106748,27.84995141943413,168.2116098427423,79.44853740651821,1757.4257809483886
2026-01-01,636.538785832958,27.73143244356186,168.39863865253233,81.1744868465757,1743.9628705859902
2026-02-01,631.6227234700508,27.8006918972957,163.33606223545183,80.69609168408115,1726.133832100327
2026-03-01,641.3442922051821,28.70490572072144,169.82238044379164,81.41652844199776,1752.0128446216213
2026-04-01,637.8649688619322,28.22455352130881,161.35504520648936,83.12384851828317,1767.1121322513677
2026-05-01,652.9226505443083,27.830813822447208,170.6649970198855,79.30177824958342,1764.9306758548703
2026-06-01,640.2717603010207,28.321085020409487,162.92298264519934,78.92608047366012,1815.6569117865984
2026-07-01,630.2104358076151,27.843752905095496,166.4724312328636,80.9833861651283,1780.206226809176
2026-08-01,652.0800887716852,28.57984942895795,170.6488951134805,83.01510045109015,1762.32779763681
2026-09-01,637.362844610451,28.210988712983266,167.72602865638174,82.76474011087451,1746.2919552449737
2026-10-01,646.8833702376746,27.998164167031025,170.0159302984623,81.05923197964043,1776.243436936265
2026-11-01,634.686726714087,28.27870710089781,169.46301645972324,84.28477276931059,1742.2739710081955
2026-12-01,632.8187287616184,27.328428252445978,171.6577200707379,81.30136902573888,1775.5926915121224
2026-01-13,642.2096835674895,27.555689936170012,171.02056634170307,83.18345445646429,1785.705263980522
2026-01-14,641.5910702037739,27.53833770314828,166.28080543026823,81.85364245575478,1765.6991302405488
2026-01-15,647.6579457912447,28.19226119787637,169.80356814023884,81.05021097539401,1754.3191954964036
2026-01-16,638.6191565874843,28.96689543451503,163.0188332831409,81.51648149056693,1708.9582147428189
2026-01-17,619.3977856567316,29.219780381401453,167.7525476122202,83.75684105390201,1808.9897919924124
2026-01-18,637.0912341819661,28.472116710764897,170.6049296079916,83.17151246803485,1787.8587132012035
2026-01-19,652.5818838500945,28.42059189312706,168.50011804060514,84.20298164497875,1789.4885600848886
2026-01-20,639.2703065761411,27.333766293906447,169.56119225269848,83.23029302416133,1731.1739432045397
2026-01-21,640.1466111675594,27.94932349443909,167.53296108766787,80.0045131614031,1819.6211177131415
2026-01-22,655.7025107188077,27.84576124750695,171.86089902411368,86.18063054582505,1765.5724754832931
2026-01-23,634.8354427119699,27.939088184721733,168.08578184472765,83.33816328064013,1771.6937906103935
2026-01-24,624.7433110375174,28.168915389089584,166.92727473414936,83.59547577817354,1749.3182268234234
2026-01-25,642.1436688448065,28.03675599184374,171.28271114152466,82.15087322868176,1728.8034606100198
2026-01-26,638.346393343492,27.32903770972274,164.06852074588184,84.63571568257586,1817.29508914067
2026-01-27,632.5752004571256,28.646057557451027,170.18149936275898,81.02036465625991,1821.9729134516508
2026-01-28,642.6160407155727,27.78812561174507,165.34055819665687,83.85544823242459,1779.5629759410904
2026-01-29,651.1120734124003,28.428057777719367,172.7664933522856,79.44162264664715,1765.0749845437847
2026-01-30,645.095334932702,29.31784674396092,167.9378259300704,84.01470804486436,1774.874706468891
2026-01-31,649.2261890314749,27.89857085309714,169.25154483136896,81.13886172137941,1776.4797175253252
2026-01-02,668.1402618690987,27.14026473110332,170.18811496623854,83.39999418443657,1751.9456377642748
2026-02-02,641.5405866086829,28.22533405921492,162.80553168410722,85.20474054063843,1779.7318598695765
2026-03-02,649.4469331968876,28.90025656267273,166.91957675177548,84.34385533837063,1793.7459816533687
2026-04-02,639.8444278512371,29.321757130244787,172.3501589248158,85.02741500272143,1820.243391011904
2026-05-02,635.833643552729,27.808621844116896,171.842572365009,84.87667438819541,1791.0903679538649
2026-06-02,639.2557019792885,28.64524857974105,170.0353515010543,82.18135892961236,1744.4604348880168
2026-07-02,640.7433301269724,28.19616572263856,164.90025906354498,84.05273852419369,1802.6241728292755
2026-08-02,651.322280686368,28.37877667985396,171.0906249589496,80.23711751584443,1785.179037791379
2026-09-02,676.2020666414445,29.704542261387804,171.54229311358108,81.96754575669688,1834.2825266789496
2026-10-02,638.2720402462361,27.73168335982082,169.4708682180987,85.41618593152606,1836.715925421202
2026-11-02,642.1414220844288,28.581937357136862,173.2482258988592,82.4988778392285,1838.4214039640624
2026-12-02,646.6777904742609,28.694252418779403,167.2365517548751,80.06726231206534,1778.757756860649
2026-02-13,652.5189485641733,28.999632758409977,167.82814939154045,86.4877479346918,1855.3537498776725
2026-02-14,651.0097344221537,28.536877721794973,161.59750524434764,84.10679483600924,1807.1906708495333
2026-02-15,663.8188510096728,28.646747235428396,172.44449018443404,84.45405847754535,1845.7755318355344
2026-02-16,617.8397271829446,28.321367923652463,170.55712254495876,81.58740783611916,1782.9979191764476
2026-02-17,618.4485423747166,28.646367805265747,164.2560778953634,83.68630158944288,1789.6619617218762
2026-02-18,642.0581348382215,28.362372801285503,164.04621776396067,83.65408084723518,1807.286750051296
2026-02-19,661.9613986756058,28.83233692216239,166.89173734737423,81.88419792788336,1804.2155367538887
2026-02-20,628.9770087807611,28.366764229623392,172.21342408665953,82.96965601752196,1837.602423297247
2026-02-21,611.1577874556604,28.73204765902071,168.7697797261267,80.78319589312805,1793.8759954512743
2026-02-22,655.7166236158662,28.5457258620458,167.19672708769494,82.69579453622495,1835.9841081474349
2026-02-23,651.7339033496394,29.1059914698493,166.58463987503904,84.88293106856872,1823.6263396658123
2026-02-24,635.241986083958,28.550525615205867,166.46816997568348,82.05068185742284,1795.976341011881
2026-02-25,636.6184588361309,27.73461797832217,163.68976447156615,86.43707738674941,1822.30712010944
2026-02-26,636.8852660404297,29.193104398919587,166.0187040972655,80.92562015236845,1789.2036817269898
2026-02-27,650.372839511177,28.16349453230759,166.47470392443404,82.87119877680486,1873.7207670075504
2026-02-28,641.2771244913342,28.290736974164183,172.06132818915944,82.22165697994578,1724.8872604681485
2026-01-03,655.2520225037871,28.325064713612772,169.3866417817137,83.01119476438514,1824.674147164916
2026-02-03,613.6932487974108,29.27349724940721,167.30899340565014,85.57464054430037,1752.531672725845
2026-03-03,638.558816672514,27.60108123047866,177.2796047657605,81.68905884130724,1798.755802137956
2026-04-03,635.2516964897894,30.128739990702595,167.8529665796587,82.57036462273625,1803.321780377523
2026-05-03,646.0900919625866,29.13897102741518,173.67958783970994,84.39582907460401,1851.136118414632
2026-06-03,642.6165753765897,28.7462013105527,175.13284354034036,83.46947439144797,1786.0188186395808
2026-07-03,659.2362030739774,28.618469559158385,165.01157740699932,83.60406463083918,1845.9208050334971
2026-08-03,626.2363886388513,28.786330735021615,170.24000059485618,81.72060575553279,1772.2317900588932
2026-09-03,649.9140108957538,28.903825878344964,168.36955432868535,83.193158089933,1847.746158131008
2026-10-03,656.2907184031546,28.967801049208287,168.1172830837202,85.17566283545167,1793.8519445283578
2026-11-03,672.421321598709,28.929370379530923,171.78692321740505,80.64861433637549,1810.46353561412
2026-12-03,643.3601073567751,28.71072686019294,168.0493121285937,82.14952742700703,1798.5543614016417
2026-03-13,653.3655088642782,28.57751909159424,168.4541400711807,80.2990693582022,1847.0220743733807
2026-03-14,626.9036724235788,28.603332544395364,169.49558632171656,84.1753115839293,1841.492700398529
2026-03-15,619.573673036931,28.586039882329803,168.8429134362971,85.30485402166711,1822.5651355312289
2026-03-16,659.7616262958369,29.224776357468283,166.30007398880875,82.97257906690358,1775.3092285310022
2026-03-17,649.1623202102212,28.96959813414131,172.5494671402225,81.60786583301123,1788.5392957002198
2026-03-18,663.8350690483118,27.28260713197455,173.3464590553614,81.64738061980982,1779.4168374991043
2026-03-19,632.0827149114652,29.005084831202726,171.10188028452282,82.75866308461146,1743.309364572783
2026-03-20,655.5567984178471,28.787079108491785,168.80746739595662,82.74213125308434,1847.972029533557
2026-03-21,672.2614344240998,28.687324694825133,167.75472631357707,84.73237998487478,1800.8363321074498
2026-03-22,654.1951831532168,28.51258920739289,167.74914766323874,82.11222494460215,1800.678807208805
2026-03-23,652.3504656795557,29.237830318707445,177.45581039976207,83.92158640905022,1855.442006752466
2026-03-24,648.9485036563549,29.155081917948188,172.93541014168875,82.68643948418482,1796.8673253226698
2026-03-25,629.2469251743314,28.333875023676715,167.2756974481246,81.94772749897307,1786.1384001389097
2026-03-26,665.5257592276931,28.899404111919957,170.44988299033693,82.61703494188761,1804.5775706656457
2026-03-27,641.0052306614632,28.24118933524807,168.7584932594358,83.70237374395354,1777.6450986720445
2026-03-28,654.7704751208344,28.046984481143877,171.74434437655825,84.64094216193537,1821.6999872079105
2026-03-29,628.9834966445418,28.407703627319783,171.59629359750008,82.69872240328678,1800.3959806541386
2026-03-30,633.6461647070918,29.12027914367697,173.28972820467698,81.11051213983883,1796.477418559496
2026-03-31,666.0235250058627,29.16395193620695,167.12602093769766,84.72901982630857,1793.945063187993
2026-01-04,643.7638415878056,28.953613482370933,170.1350380193363,81.57849300335492,1808.4977884766429
2026-02-04,666.0174612424065,29.054890300974304,164.22553759818274,83.47175113855378,1814.167535497352
2026-03-04,646.8649094479931,28.95468586347188,165.7585045768557,82.98038259216203,1796.2128947118176
2026-04-04,624.8227685348115,28.40060080900355,172.52969109789316,82.73904720941121,1801.010388458248
2026-05-04,658.6587638216869,28.91322015800923,166.67509657855064,82.17581231611173,1809.250359142773
2026-06-04,640.1069829097286,29.08855936352712,166.99322560240842,83.98083977844685,1806.221398135724
2026-07-04,655.9743144909515,29.065447326009075,169.60517966848997,77.02375472486722,1812.5401653652636
2026-08-04,647.4582478705453,29.272039987400404,171.80445016765546,84.7870428680435,1791.422057191937
2026-09-04,627.8188888481238,29.04078545183313,166.1963620640871,81.38195059958336,1841.413369778568
2026-10-04,648.8759071195208,28.86852843645477,158.4776167093043,83.53648648277557,1814.318000988408
2026-11-04,673.9603609790591,29.210423440147935,166.72973070444604,83.42402434909255,1796.3535110498003
2026-12-04,652.6307724026768,28.684029145398807,173.28288371899012,84.91640069561579,1821.5118886004652
2026-04-13,645.6193210914204,28.272857525941102,170.50562725460378,83.1124244704451,1808.9412243127067
2026-04-14,659.5191749693331,28.614276178223157,173.57948254153877,81.3909697860144,1759.423969349337
2026-04-15,648.5951889661313,28.33355575335888,165.74153223020105,80.08347444297127,1821.064272396597
2026-04-16,648.396299109051,28.364242114898268,164.08771017523347,82.12793753793815,1780.4270067671814
2026-04-17,632.0402576426798,28.615180714508472,170.71802108946775,79.44346652921865,1838.4488212147917
2026-04-18,648.31584678887,28.302366810733535,169.96704419591305,81.60846726158435,1803.2769656021867
2026-04-19,658.0780354564308,28.530884921945383,170.12957151621387,82.13288177595138,1833.5293833917883
2026-04-20,634.6227879584426,27.769315719703467,172.0751032475237,81.44691586047284,1791.3679631278983
2026-04-21,662.504336426147,28.77337188450005,170.40404486274682,82.62344080350888,1812.024434529788
2026-04-22,643.4556150232715,28.668328803615054,170.30435783513775,82.13344266263061,1845.7750063667008
2026-04-23,633.3506492089172,28.273245530299157,171.23698318503617,81.95034235315728,1801.5313554061104
2026-04-24,656.5589902400233,28.97530358786549,170.51132692087197,78.45826898277049,1791.7359371479486
2026-04-25,640.3783908200351,29.10432598663497,171.58688476401278,80.28908297793564,1828.600531770288
2026-04-26,653.1534194880219,27.88302775789221,172.0139266377115,83.45262140515152,1827.7900207966711
2026-04-27,639.8622943051714,28.28266883617781,173.62142125841754,83.68530675230673,1792.2876757414845
2026-04-28,642.5113855498588,28.2751016394274,166.6426385760361,79.28930694788708,1749.2656560609462
2026-04-29,649.1509951229269,28.18880906427944,170.17421135390475,80.94427064505044,1789.952843971987
2026-04-30,646.393217261188,29.030157168314567,167.41636826793874,84.02227694918761,1828.010298405436
2026-01-05,617.7412526568295,28.535915431368192,165.88844516995363,81.03256185963812,1784.4964734647651
2026-02-05,628.357872681288,28.49708500976177,166.28770539561611,81.99719594043671,1806.9595968808808
2026-03-05,653.5875901782247,27.66017700554458,169.98965114270243,84.52372258756903,1787.420086974874
2026-04-05,640.145050196972,28.917006915437995,169.686480969771,81.51063709731577,1749.1734021465224
2026-05-05,635.0235716340426,28.015143732640407,169.5694093250257,81.23687009877702,1786.278144311683
2026-06-05,624.3917254924921,28.63090807286304,167.52026286452917,81.77266228987976,1826.112344832865
2026-07-05,627.5944273419258,28.72926832535941,168.18579911094187,85.05195962018868,1735.1897511226464
2026-08-05,615.6245964795611,29.24156230889583,170.70864738222622,82.69106175261244,1812.931323693604
2026-09-05,639.2195568936364,27.959179608560447,163.32007753704963,81.94713869214591,1769.7805223148353
2026-10-05,632.7722225920887,27.13518560758008,168.06307084918538,81.0109054250893,1822.862190928212
2026-11-05,627.9251926230802,28.66099182422298,168.20570972706122,82.72556836446829,1825.6669779315
2026-12-05,638.8133334157013,29.427941166710244,170.24646339126224,82.88492327491726,1798.929613211916
2026-05-13,643.9043890163808,29.15316898056195,163.5016853352048,79.98487846939726,1798.638453120609
2026-05-14,665.1099780437597,28.654641747397925,172.46917561744226,82.84815068794525,1779.3194039804816
2026-05-15,620.0345213085092,28.312872962260595,168.33322680924883,81.42458428569353,1762.8967342234196
2026-05-16,652.9404876416671,28.927446524965926,168.433612236699,81.67358874693763,1853.1317003553208
2026-05-17,650.3393844910296,28.06935753719595,166.2445740272762,80.13178553528056,1776.4460227135671
2026-05-18,628.2797920913587,28.75605156305603,169.1584010273267,80.88909680209944,1848.487428209877
2026-05-19,640.1947391856767,28.763249595313308,167.5331717155423,79.80706077338088,1775.8371862578636
2026-05-20,631.6911331766793,29.02173261415841,171.14970796184082,79.68533869403612,1816.6654266094545
2026-05-21,639.3903715669422,29.82754958683033,162.66427686858074,82.0442717197619,1766.7598526850113
2026-05-22,655.538469798379,28.68861032481247,167.72779120247816,80.79314956702471,1815.8117784445687
2026-05-23,644.0149527707363,28.250587893136665,168.39647651470185,79.19146078087336,1790.1318020528274
2026-05-24,642.5110765974852,28.474705910013952,166.43636197947075,84.8854616882928,1790.1116715707
2026-05-25,630.5449822616048,27.633872190612635,165.6715762600534,79.39356902223808,1817.163138780402
2026-05-26,617.1508575947146,28.14049225946138,165.73197179118316,83.00807950739,1784.6208344594625
2026-05-27,632.6975510242256,28.26979962307545,167.36651040755834,78.72569071836188,1755.6527907103668
2026-05-28,649.9762955840788,28.20767201620983,160.99280324112462,81.87158673533288,1820.4118341414417
2026-05-29,615.7045565657219,28.52388158137753,169.73048358526262,80.66077556755701,1763.210924339295
2026-05-30,621.2646605749775,28.05044405850467,165.0690509777106,79.99204515930535,1812.2755675424144
2026-05-31,635.6367461837317,28.97247093404952,166.9259460391183,81.31053610811612,1825.437488973272
2026-01-06,621.5265464090262,28.429134520529495,167.6122432958768,81.04427605356494,1784.8637590280096
2026-02-06,623.6061741716065,28.41720578838162,164.70362504124017,79.55638580556472,1830.8102089005276
2026-03-06,627.8819394178081,28.257451554452917,165.8832403376288,79.43718682235858,1809.522367489161
2026-04-06,615.8688019606814,28.48104415024008,159.76352043951664,78.21080920074942,1774.0309498061515
2026-05-06,620.4242481409948,28.79396231429145,168.47593660556146,81.26773552487354,1836.0335667025029
2026-06-06,640.9586802201989,27.977297869444204,169.50663846274622,78.64984364039756,1759.8911669125175
2026-07-06,615.6652524964488,28.069801960243712,160.6027036579653,80.68079209015936,1782.2297353523236
2026-08-06,611.7464469223164,28.231823375650983,164.63866995404223,81.60729372404595,1786.867371661809
2026-09-06,623.4626815092579,27.726023413729436,161.95038836028576,80.9282792190027,1810.5922430497235
2026-10-06,640.0761652725348,27.970408995285283,165.2168733499223,79.34701472576904,1825.346894474104
2026-11-06,628.2259785619776,28.127017640983716,167.76665518216015,81.99545897939178,1823.048330881241
2026-12-06,624.5917585427158,28.76546052625892,168.76806149821292,79.77795711496867,1797.9347914837058
2026-06-13,630.6072102912015,28.4654820535101,169.12146975339516,78.20507123537777,1782.4982945443137
2026-06-14,608.0580332700486,28.425117621461837,169.64692606749682,79.89407720506557,1736.0517076181395
2026-06-15,635.5881784212145,28.73208376450526,164.70630997634856,81.28628027927708,1750.8599666102684
2026-06-16,633.8993645247004,28.252161968549053,161.69757971905014,79.16078609253205,1842.1479564464264
2026-06-17,623.7440552595956,28.497273237596477,164.90225773555903,81.67874550489707,1734.4692225450897
2026-06-18,641.0237530332589,28.25392669757701,167.2038445909992,78.91436051690349,1765.3514165480492
2026-06-19,614.2124226644014,28.422956218433253,161.2240624911845,79.09508953957861,1822.3596281129728
2026-06-20,641.9333378188592,28.010199159113466,170.31921669821313,78.3716883784877,1794.1094625353476
2026-06-21,629.5373384670629,27.11549177451308,167.82704888443456,81.18260188125304,1815.0786232640296
2026-06-22,623.1360467447872,28.21043058646983,164.24869793158066,79.92306887299593,1803.1981928594223
2026-06-23,626.7721049843394,28.94796228766449,162.57617483526454,78.35089314171722,1830.3784049780668
2026-06-24,625.3890485620549,28.703537623975837,162.6377503978153,79.27082994141342,1795.01803204575
2026-06-25,641.5881542668337,28.71535134883993,164.92722664555652,74.81380837332004,1805.5719375850492
2026-06-26,612.7543657755566,28.83795590270677,163.89309946995203,81.12301484739525,1763.8621425676322
2026-06-27,616.3654962377412,28.28244072272941,167.5695716650526,79.51505152761293,1802.4841007563557
2026-06-28,638.4253742899695,28.32767752146296,163.39351471721622,75.7838978303454,1772.8466591948118
2026-06-29,617.8612110690062,27.931309961640157,166.01865651480918,77.30896420907976,1770.7653097258717
2026-06-30,636.1632755412699,28.068951888925387,164.25358751472592,78.97543860945858,1810.5099150133888
2026-01-07,645.8051495263842,28.508066805522205,165.1338930209711,77.46115879581032,1810.340046376852
2026-02-07,619.415033288282,28.782893350772014,163.48008786448074,80.89792737991567,1833.393572018442
2026-03-07,632.5932032137457,28.13419038431452,166.39091582326802,80.23871050229359,1831.0885413405076
2026-04-07,609.5149366650221,27.979361201767784,166.37198544090398,80.10083867098037,1809.713439635535
2026-05-07,632.9518442940029,28.188755925934945,165.47281872315037,75.16971318948954,1730.8341014888206
2026-06-07,625.7793637291603,28.469959174775784,165.87666882494878,78.56050347248537,1836.114662858556
2026-07-07,628.9088610664209,27.486069531437224,160.88537165278836,78.23696231478586,1808.6915647382511
2026-08-07,614.7426526579552,27.07264932777547,164.84666574734,77.77469902903371,1758.2295139642938
2026-09-07,601.8602176618825,27.90168503287681,167.72390135874622,78.62523580109391,1802.4009286230075
2026-10-07,628.4902295065294,27.57558545678965,165.2559488276488,77.4134966455355,1749.500864830717
2026-11-07,596.3406129935482,27.910828688357206,160.36201381933523,79.5892183556113,1798.4828702396148
2026-12-07,617.7794030538959,28.07775986608103,163.41610524646242,80.46147023983318,1740.5740928184102
2026-07-13,633.1638438071524,27.926411050532792,164.70503060270775,80.28213298308441,1755.3993949083988
2026-07-14,623.6043334503447,28.832572396038888,161.0509036417253,78.89505998663978,1800.3028444035558
